index,identifier,smiles,csd_spacegroup,wyckoff_spg,wyckoff_aflow
98,ABMHAL,CN1C(=O)N(C)C2=C(N(C(C)=O)c3cc(C)c(C)c(Br)c3N2)C1=O.CN1C(=O)N(C)C2=C(N(C(C)=O)c3cc(C)c(C)c(Br)c3N2)C1=O,"(33, 1)",AB16C4D3_oP192_33_2a_32a_8a_6a:Br-C-N-O,AB16C4D3_oP192_33_2a_32a_8a_6a:Br-C-H-N-O
99,ABMHFO,CCCC(OC(C)=O)C1=C(Br)C(CBr)(OC)OC1=O,"(1, 1)",A2B12C5_aP19_1_2a_12a_5a:Br-C-O,A2B12C5_aP19_1_2a_12a_5a:Br-C-H-O
100,ABMPAZ,CC(=O)OC1=CN=CN(C(=O)c2ccccc2)C(=C1C)c1ccccc1,"(61, 1)",A21B2C3_oP208_61_21c_2c_3c:C-N-O,A21B2C3_oP208_61_21c_2c_3c:C-H-N-O
101,ABMQZD,CN1C(=O)N(N)C(=O)c2cc(Br)ccc12,"(2, 1)",AB9C8D3E2_aP46_2_i_9i_8i_3i_2i:Br-C-H-N-O,AB9C8D3E2_aP46_2_i_9i_8i_3i_2i:Br-C-H-N-O
102,ABOBAX,CC1C(c2ccccc2OC1=O)C1(O[Si](C)(C)C)c2ccccc2C=Cc2ccccc12,"(144, 1)",A28B28C3D_hP180_144_28a_28a_3a_a:C-H-O-Si,A28B28C3D_hP180_144_28a_28a_3a_a:C-H-O-Si
103,ABOBEB,CC1(CC(=O)Oc2ccccc12)C(O[Si](C)(C)C)(c1ccccc1)c1ccccc1,"(14, 1)",A26B28C3D_mP232_14_26e_28e_3e_e:C-H-O-Si,A26B28C3D_mP232_14_26e_28e_3e_e:C-H-O-Si
104,ABOBID,[OH2][Li]123ON(=O)c4cccc5c4O1[Li]1([OH2])(ON5=O)ON(=O)c4cccc(c4O21)N(=O)O3.O,"(2, 1)",A6B7CD2E7_aP46_2_6i_7i_i_2i_7i:C-H-Li-N-O,A6B7CD2E7_aP46_2_6i_7i_i_2i_7i:C-H-Li-N-O
105,ABOBIF,CC1(CC(=O)Oc2ccccc12)C(O[Si](C)(C)C)(c1ccc(F)cc1)c1ccc(F)cc1,"(2, 1)",A26B2C26D3E_aP116_2_26i_2i_26i_3i_i:C-F-H-O-Si,A26B2C26D3E_aP116_2_26i_2i_26i_3i_i:C-F-H-O-Si
106,ABOBOI,CN1C=CN=C1P(c1ccccc1)c1ccccc1,"(14, 1)",A16B15C2D_mP136_14_16e_15e_2e_e:C-H-N-P,A16B15C2D_mP136_14_16e_15e_2e_e:C-H-N-P
107,ABOBOL,Oc1ccccc1C1CC(=O)OC1(c1ccccc1)c1ccccc1.Oc1ccccc1C1CC(=O)OC1(c1ccccc1)c1ccccc1,"(2, 1)",A22B18C3_aP172_2_44i_36i_6i:C-H-O,A22B18C3_aP172_2_44i_36i_6i:C-H-O
108,ABOBOM,COC(=O)CCc1c2SC=Cc2c(O)cc1c1ccccc1,"(14, 1)",A18B16C3D_mP152_14_18e_16e_3e_e:C-H-O-S,A18B16C3D_mP152_14_18e_16e_3e_e:C-H-O-S
109,ABOBUR,CC1C(c2ccccc2O)C(OC1=O)(c1ccccc1)c1ccccc1.CC1C(c2ccccc2O)C(OC1=O)(c1ccccc1)c1ccccc1.O,"(1, 1)",A46B40C7_aP93_1_46a_40a_7a:C-H-O,A46B40C7_aP93_1_46a_40a_7a:C-H-O
110,ABOCAY,CC1C(c2ccccc2O)C(OC1=O)(c1ccc(F)cc1)c1ccc(F)cc1.O,"(61, 1)",A23B2C18D4_oP376_61_23c_2c_18c_4c:C-F-H-O,A23B2C18D4_oP376_61_23c_2c_18c_4c:C-F-H-O
111,ABOCEC,CC1C(c2ccccc2O)C2(OC1=O)c1ccccc1C=Cc1ccccc21.CC1C(c2ccccc2O)C2(OC1=O)c1ccccc1C=Cc1ccccc21,"(7, 1)",A25B20C3_mP192_7_50a_40a_6a:C-H-O,A25B20C3_mP192_7_50a_40a_6a:C-H-O
112,ABOCOK,[OH2][Mg+2]12([OH2])([O-]C(=O)c3ccc(nn13)C(=O)[O-])[O-]C(=O)c1ccc(nn21)C(=O)[O-].[NH3+]N.O,"(2, 1)",A12B22CD8E12_aP55_2_6i_11i_a_4i_6i:C-H-Mg-N-O,A12B22CD8E12_aP55_2_6i_11i_a_4i_6i:C-H-Mg-N-O
113,ABOCOM,OC(=O)CC1c2ccccc2OC21c1ccccc1CCc1ccccc21,"(15, 1)",A24B20C3_mC376_15_24f_20f_3f:C-H-O,A24B20C3_mC376_15_24f_20f_3f:C-H-O
0,ABOCUS,OC(=O)CC1c2ccccc2OC21c1ccccc1C=Cc1ccccc21,"(2, 1)",A8B6C_aP90_2_24i_18i_3i:C-H-O,A8B6C_aP90_2_24i_18i_3i:C-H-O
1,ABOCUT,CCC(NC(=O)c1ccc(Cl)cc1)c1ccc(OC)cc1,"(4, 1)",A17BC18DE2_mP78_4_17a_a_18a_a_2a:C-Cl-H-N-O,A17BC18DE2_mP78_4_17a_a_18a_a_2a:C-Cl-H-N-O
2,ABODAZ,CC1(CC(O)=O)c2ccccc2OC1(c1ccc(F)cc1)c1ccc(F)cc1,"(15, 1)",A23B2C17D3_mC360_15_23f_2f_17f_3f:C-F-H-O,A23B2C17D3_mC360_15_23f_2f_17f_3f:C-F-H-O
3,ABODEB,FC(F)(F)C(OC(=O)c1ccccc1)C(F)(F)C1COCC(O1)C(F)(F)C(OC(=O)c1ccccc1)C(F)(F)F,"(2, 1)",A12B5C9D3_aP116_2_24i_10i_18i_6i:C-F-H-O,A12B5C9D3_aP116_2_24i_10i_18i_6i:C-F-H-O
4,ABODED,COC(=O)C(C)C1c2ccccc2OC1(c1ccc(F)cc1)c1ccc(F)cc1,"(14, 1)",A24B2C20D3_mP196_14_24e_2e_20e_3e:C-F-H-O,A24B2C20D3_mP196_14_24e_2e_20e_3e:C-F-H-O
5,ABODIF,CCC1=C(C)C(=O)NC1=CC1=C(C)C(=C(N1)C(C)(C)C1=C(CCC(O)=O)C(=C(N1)C=C1NC(=O)C(=C1CC)C)C)CCC(O)=O.ClC(Cl)Cl.ClC(Cl)Cl,"(2, 1)",A37B6C46D4E6_aP198_2_37i_6i_46i_4i_6i:C-Cl-H-N-O,A37B6C46D4E6_aP198_2_37i_6i_46i_4i_6i:C-Cl-H-N-O
6,ABODIH,CN1C(=O)CC(c2ccccc12)C(O)(c1ccccc1)c1ccccc1,"(14, 1)",A23B21CD2_mP188_14_23e_21e_e_2e:C-H-N-O,A23B21CD2_mP188_14_23e_21e_e_2e:C-H-N-O
7,ABODON,CC1C(=O)Oc2ccccc2C1=C(c1ccc(F)cc1)c1ccc(F)cc1,"(2, 1)",A23B2C16D2_aP86_2_23i_2i_16i_2i:C-F-H-O,A23B2C16D2_aP86_2_23i_2i_16i_2i:C-F-H-O
8,ABODOO,Brc1ccc(cc1)N1C(=O)N(C(=O)N(C1=O)c1ccc(Br)cc1)c1ccc(Br)cc1.ClC(Cl)Cl,"(161, 1)",A3B22C3D13E3F3_hR282_161_b_a7b_b_a4b_b_b:Br-C-Cl-H-N-O,A3B22C3D13E3F3_hR94_161_b_a7b_b_a4b_b_b:Br-C-Cl-H-N-O
9,ABODUR,CCN(CC)C1=CC=CC=CC1=C1C(=O)N(C)C(=O)N(C)C1=O,"(33, 1)",A17B21C3D3_oP176_33_17a_21a_3a_3a:C-H-N-O,A17B21C3D3_oP176_33_17a_21a_3a_3a:C-H-N-O
10,ABOFAB,O=C1Oc2ccccc2C(=C1)C(c1ccccc1)c1ccccc1.O=C1Oc2ccccc2C(=C1)C(c1ccccc1)c1ccccc1,"(1, 1)",A11B8C_aP80_1_44a_32a_4a:C-H-O,A11B8C_aP80_1_44a_32a_4a:C-H-O
11,ABOFED,O=C1c2ccccc2c2ccccc2C1=C1SC(C=C1)=C1C(=O)c2ccccc2c2ccccc12.O=C1c2ccccc2c2ccccc2C1=C1SC(C=C1)=C1C(=O)c2ccccc2c2ccccc12.ClC(Cl)Cl.ClC(Cl)Cl,"(1, 1)",A33B3C19D2E_aP116_1_66a_6a_38a_4a_2a:C-Cl-H-O-S,A33B3C19D2E_aP116_1_66a_6a_38a_4a_2a:C-Cl-H-O-S
12,ABOFEG,O=C(c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C1=C(N2C=CC=CC2=N1)c1ccccc1,"(14, 1)",A38B27C3D_mP276_14_38e_27e_3e_e:C-H-N-O,A38B27C3D_mP276_14_38e_27e_3e_e:C-H-N-O
13,ABOFON,CCC(C)(C)c1ccc(OC)c(c1)C1C(C(ON1c1ccccc1)c1ccccc1OC)N(=O)=O,"(2, 1)",A28B32C2D5_aP134_2_28i_32i_2i_5i:C-H-N-O,A28B32C2D5_aP134_2_28i_32i_2i_5i:C-H-N-O
14,ABOFOP,O=C1Oc2ccccc2C(=C1)C1c2ccccc2Oc2ccccc12,"(2, 1)",A22B14C3_aP78_2_22i_14i_3i:C-H-O,A22B14C3_aP78_2_22i_14i_3i:C-H-O
15,ABOFUT,COc1ccc(cc1C1C(C(ON1c1ccccc1)c1ccc(C)cc1)C(=O)c1ccccc1)C(C)(C)c1ccccc1,"(2, 1)",A39B37CD3_aP160_2_39i_37i_i_3i:C-H-N-O,A39B37CD3_aP160_2_39i_37i_i_3i:C-H-N-O
16,ABOFUV,CC1=C(C(c2ccccc2)c2ccccc2)c2ccccc2OC1=O,"(19, 1)",A23B18C2_oP172_19_23a_18a_2a:C-H-O,A23B18C2_oP172_19_23a_18a_2a:C-H-O
17,ABOGAC,CC1=C(C2c3ccccc3C=Cc3ccccc23)c2ccccc2OC1=O.CC1=C(C2c3ccccc3C=Cc3ccccc23)c2ccccc2OC1=O,"(2, 1)",A25B18C2_aP180_2_50i_36i_4i:C-H-O,A25B18C2_aP180_2_50i_36i_4i:C-H-O
18,ABOGOO,O=C1C2C3C=CCC3C(C3=C2CCC3)C21CO2,"(19, 1)",A15B16C2_oP132_19_15a_16a_2a:C-H-O,A15B16C2_oP132_19_15a_16a_2a:C-H-O
19,ABOGOQ,CC1(C)OB(OC1(C)C)N(CCCc1ccccc1Cl)B1OC(C)(C)C(C)(C)O1,"(19, 1)",A2B21CD34EF4_oP252_19_2a_21a_a_34a_a_4a:B-C-Cl-H-N-O,A2B21CD34EF4_oP252_19_2a_21a_a_34a_a_4a:B-C-Cl-H-N-O
20,ABOGUU,CC(C)CC1c2c(O)c3C(=O)CC(Oc3c(C)c2OC2=C1C(=O)C(C)(C)C(=O)C2(C)C)c1ccccc1,"(19, 1)",A31B34C6_oP284_19_31a_34a_6a:C-H-O,A31B34C6_oP284_19_31a_34a_6a:C-H-O
21,ABOGUW,Brc1ccc(cc1)C1=C2Cc3ccccc3C2=NN1,"(14, 1)",AB16C2_mP76_14_e_16e_2e:Br-C-N,AB16C2_mP76_14_e_16e_2e:Br-C-H-N
22,ABOHAB,CC(C)CC1c2c(O)c3C(=O)CC(Oc3c(C)c2OC2=C1C(=O)C(C)(C)C(=O)C2(C)C)c1ccccc1.CC(C)CC1c2c(O)c3C(=O)CC(Oc3c(C)c2OC2=C1C(=O)C(C)(C)C(=O)C2(C)C)c1ccccc1,"(4, 1)",A31B34C6_mP284_4_62a_68a_12a:C-H-O,A31B34C6_mP284_4_62a_68a_12a:C-H-O
23,ABOHAD,Cc1ccc(cc1)S(=O)(=O)N1N=C(C2=C1c1ccccc1OC2)c1ccccc1,"(14, 1)",A23B18C2D3E_mP188_14_23e_18e_2e_3e_e:C-H-N-O-S,A23B18C2D3E_mP188_14_23e_18e_2e_3e_e:C-H-N-O-S
24,ABOHEF,COC(=O)C(C)=Cc1ccc2OCOc2c1,"(15, 1)",A3B3C_mC224_15_12f_12f_4f:C-H-O,A3B3C_mC224_15_12f_12f_4f:C-H-O
25,ABOHEH,COc1ccc(OC)c2C=C(Cc12)C1CC2(NC(C)=O)OC1(C#N)C1CC=C3Cc4c(OC)ccc(OC)c4C3C1C2=O.COc1ccc(OC)c2C=C(Cc12)C1CC2(NC(C)=O)OC1(C#N)C1CC=C3Cc4c(OC)ccc(OC)c4C3C1C2=O,"(14, 1)",A34B34C2D7_mP616_14_68e_68e_4e_14e:C-H-N-O,A34B34C2D7_mP616_14_68e_68e_4e_14e:C-H-N-O
26,ABOHIJ,CC1CC2(CCC3(OC(CCOC(=O)c4ccc(Br)cc4)CCC3(C)O[Si](C)(C)C(C)(C)C)O2)OC1CCOC(=O)c1ccc(Br)cc1,"(4, 1)",A2B37C50D8E_mP196_4_2a_37a_50a_8a_a:Br-C-H-O-Si,A2B37C50D8E_mP196_4_2a_37a_50a_8a_a:Br-C-H-O-Si
27,ABOHIL,COc1ccc(cc1)C1CC2(NC(C)=O)OC1(C=CC2=O)C#N,"(14, 1)",A17B16C2D4_mP156_14_17e_16e_2e_4e:C-H-N-O,A17B16C2D4_mP156_14_17e_16e_2e_4e:C-H-N-O
28,ABOHOP,CC1CC2(CCC3(OC(CCO)CCC3(C)O[Si](C)(C)C(C)(C)C)O2)OC1CCO.CC1CC2(CCC3(OC(CCO)CCC3(C)O[Si](C)(C)C(C)(C)C)O2)OC1CCO,"(19, 1)",A23B42C6D_oP576_19_46a_84a_12a_2a:C-H-O-Si,A23B42C6D_oP576_19_46a_84a_12a_2a:C-H-O-Si
29,ABOHOR,COc1ccc(cc1)C1CC2(NC(C)=O)OC1(C=CC2=O)C#N,"(56, 1)",A17B16C2D4_oP312_56_17e_16e_2e_4e:C-H-N-O,A17B16C2D4_oP312_56_17e_16e_2e_4e:C-H-N-O
30,ABOHUV,CCC(CC)[n+]1ccc(cc1)C=Cc1ccc(OC)cc1.O.O.[Br-].[Br-],"(15, 1)",A2B38C48D2E5_mC380_15_ce_19f_24f_f_e2f:Br-C-H-N-O,A2B38C48D2E5_mC380_15_ae_19f_24f_f_e2f:Br-C-H-N-O
31,ABOHUX,CC(=O)NC12CC(C3=CN(c4ccccc34)S(=O)(=O)c3ccc(C)cc3)C(O1)(C#N)C1CCC3=C(C1C2=O)N(c1ccccc31)S(=O)(=O)c1ccc(C)cc1.ClCCl,"(14, 1)",A43B2C38D4E7F2_mP384_14_43e_2e_38e_4e_7e_2e:C-Cl-H-N-O-S,A43B2C38D4E7F2_mP384_14_43e_2e_38e_4e_7e_2e:C-Cl-H-N-O-S
32,ABOJAD,CC1(C)OC2CCC(O)C(CCC2O1)P(=O)(c1ccccc1)c1ccccc1,"(19, 1)",A23B29C4D_oP228_19_23a_29a_4a_a:C-H-O-P,A23B29C4D_oP228_19_23a_29a_4a_a:C-H-O-P
33,ABOJEH,CC(C)(C)[Si](C)(C)Oc1ncc(c2ccccc2)c(O[Si](C)(C)C(C)(C)C)c1C1OCC(=O)C=C1.CC(C)(C)[Si](C)(C)Oc1ncc(c2ccccc2)c(O[Si](C)(C)C(C)(C)C)c1C1OCC(=O)C=C1,"(18, 1)",A28B41CD4E2_oP608_18_56c_82c_2c_8c_4c:C-H-N-O-Si,A28B41CD4E2_oP608_18_56c_82c_2c_8c_4c:C-H-N-O-Si
34,ABOJEJ,COC(=O)C12CC(OC1c1ccccc1NC2=O)c1ccccc1,"(2, 1)",A19B17CD4_aP82_2_19i_17i_i_4i:C-H-N-O,A19B17CD4_aP82_2_19i_17i_i_4i:C-H-N-O
35,ABOJIL,CC1CC(=O)COC1c1c(O[Si](C)(C)C(C)(C)C)nc(Cl)c(c2ccccc2)c1O[Si](C)(C)C(C)(C)C,"(4, 1)",A29BC44DE4F2_mP162_4_29a_a_44a_a_4a_2a:C-Cl-H-N-O-Si,A29BC44DE4F2_mP162_4_29a_a_44a_a_4a_2a:C-Cl-H-N-O-Si
36,ABOJIN,COC(=O)C12CC(OC1c1ccccc1NC2=O)C=C,"(2, 1)",A15B15CD4_aP70_2_15i_15i_i_4i:C-H-N-O,A15B15CD4_aP70_2_15i_15i_i_4i:C-H-N-O
37,ABOJOR,O=C1NCCOCCOC(=O)c2cc(ccc2c2ccc(cc2C(=O)OCCOCCNC(=O)c2cccc1n2)N(=O)=O)N(=O)=O.O,"(2, 1)",A29B29C5D13_aP152_2_29i_29i_5i_13i:C-H-N-O,A29B29C5D13_aP152_2_29i_29i_5i_13i:C-H-N-O
38,ABOJUX,S=C1SSC(=C1SSC1=C(SSC1=S)c1ccccc1)c1ccccc1,"(145, 1)",A9B5C4_hP108_145_18a_10a_8a:C-H-S,A9B5C4_hP108_145_18a_10a_8a:C-H-S
39,ABOJUZ,CCCCCCOC1=CC2=CC(=O)Oc3ccc4cccc1c4c23,"(14, 1)",A21B20C3_mP176_14_21e_20e_3e:C-H-O,A21B20C3_mP176_14_21e_20e_3e:C-H-O
40,ABOKAE,CSC1=C(SSC1=S)c1ccccc1,"(15, 1)",A5B4C2_mC176_15_10f_8f_4f:C-H-S,A5B4C2_mC176_15_10f_8f_4f:C-H-S
41,ABOKAG,[Br-].C(N1C=[N+](C=N1)C1=C(NC=C1c1ccccc1)c1ccccc1)c1ccccc1,"(2, 1)",AB25C21D4_aP102_2_i_25i_21i_4i:Br-C-H-N,AB25C21D4_aP102_2_i_25i_21i_4i:Br-C-H-N
42,ABOKIN,CCN1c2ccc(cc2Sc2cc(ccc12)C(=O)C=C(O)c1ccccc1)C(=O)C=C(O)c1ccccc1,"(14, 1)",A32B25CD4E_mP252_14_32e_25e_e_4e_e:C-H-N-O-S,A32B25CD4E_mP252_14_32e_25e_e_4e_e:C-H-N-O-S
43,ABOLEL,CC(C)CCOc1cc(OCCC(C)C)cc(c1)C1=C2NC(=CC3=NC(=C(C4=CC=C(N4)C(=C4C=CC1=N4)N=CN(C)C)c1cc(OCCC(C)C)cc(OCCC(C)C)c1)C=C3)C=C2.CC(C)CCOc1cc(OCCC(C)C)cc(c1)C1=C2NC(=CC3=NC(=C(C4=CC=C(N4)C(=C4C=CC1=N4)N=CN(C)C)c1cc(OCCC(C)C)cc(OCCC(C)C)c1)C=C3)C=C2,"(14, 1)",A55B70C6D4_mP1080_14_110e_140e_12e_8e:C-H-N-O,A55B70C6D4_mP1080_14_110e_140e_12e_8e:C-H-N-O
44,ABOMEM,S=C1NN=C(CCN2c3ccccc3c3ccccc23)N1c1ccccc1.CS(C)=O,"(19, 1)",A24B24C4DE2_oP220_19_24a_24a_4a_a_2a:C-H-N-O-S,A24B24C4DE2_oP220_19_24a_24a_4a_a_2a:C-H-N-O-S
45,ABOMOT,CC1NC(=O)C(Cc2ccc(cc2)N(=O)=O)NC(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccc(cc2)N(=O)=O)NC(=O)C(C)NC(=O)C(Cc2ccc(cc2)N(=O)=O)NC(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccc(cc2)N(=O)=O)NC1=O.O,"(19, 1)",A56B64C14D19_oP612_19_56a_64a_14a_19a:C-H-N-O,A56B64C14D19_oP612_19_56a_64a_14a_19a:C-H-N-O
46,ABOMOW,OC1C(Nc2ccccc2N(Cc2ccccc2)C1=O)c1ccccc1,"(14, 1)",A11B10CD_mP184_14_22e_20e_2e_2e:C-H-N-O,A11B10CD_mP184_14_22e_20e_2e_2e:C-H-N-O
47,ABOMOX,OC12CCCCC31OC1(O)CCCCC1(O2)O3,"(60, 1)",A12B18C5_oP140_60_6d_9d_c2d:C-H-O,A12B18C5_oP140_60_6d_9d_c2d:C-H-O
48,ABOMUZ,CC(C)(C)OC(=O)Nc1cccc(NC(=O)c2cccc(n2)C(=O)Nc2cccc(NC(=O)c3cccc(n3)C(=O)Nc3cccc(NC(=O)c4cccc(n4)C(=O)Nc4cccc(NC(=O)OC(C)(C)C)n4)n3)n2)n1.CC(C)(C)OC(=O)Nc1cccc(NC(=O)c2cccc(n2)C(=O)Nc2cccc(NC(=O)c3cccc(n3)C(=O)Nc3cccc(NC(=O)c4cccc(n4)C(=O)Nc4cccc(NC(=O)OC(C)(C)C)n4)n3)n2)n1.O=N(=O)c1ccccc1.O=N(=O)c1ccccc1.O=N(=O)c1ccccc1.O=N(=O)c1ccccc1.O=N(=O)c1ccccc1.O=N(=O)c1ccccc1.O,"(2, 1)",A138B124C36D33_aP662_2_138i_124i_36i_33i:C-H-N-O,A138B124C36D33_aP662_2_138i_124i_36i_33i:C-H-N-O
49,ABONAG,Nc1cccc(NC(=O)c2cccc(n2)C(=O)Nc2cccc(NC(=O)c3cccc(n3)C(=O)Nc3cccc(N)n3)n2)n1.CS(C)=O.O,"(15, 1)",A31B31C11D6E_mC640_15_31f_31f_11f_6f_f:C-H-N-O-S,A31B31C11D6E_mC640_15_31f_31f_11f_6f_f:C.-H.-N-O.-S.
50,ABONEK,Nc1cccc(NC(=O)c2cccc(n2)C(=O)Nc2cccc(NC(=O)c3cccc(n3)C(=O)Nc3cccc(N)n3)n2)n1,"(60, 1)",A29B23C11D4_oP536_60_29d_23d_11d_4d:C-H-N-O,A29B23C11D4_oP536_60_29d_23d_11d_4d:C-H-N-O
51,ABONEM,[BH3][P](OC1CC(C)CCC1C(C)C)(c1ccccc1)c1cccc2c1Oc1ccccc21.[BH3][P](OC1CC(C)CCC1C(C)C)(c1ccccc1)c1cccc2c1Oc1ccccc21.[BH3][P](OC1CC(C)CCC1C(C)C)(c1ccccc1)c1cccc2c1Oc1ccccc21.[BH3][P](OC1CC(C)CCC1C(C)C)(c1ccccc1)c1cccc2c1Oc1ccccc21,"(1, 1)",AB28C34D2E_aP264_1_4a_112a_136a_8a_4a:B-C-H-O-P,AB28C34D2E_aP264_1_4a_112a_136a_8a_4a:B-C-H-O-P
52,ABONIQ,CC(C)c1cccc(C(C)C)c1N=P(C)(c1ccccc1)c1cccc2c1Oc1ccccc21,"(2, 1)",A31B32CDE_aP132_2_31i_32i_i_i_i:C-H-N-O-P,A31B32CDE_aP132_2_31i_32i_i_i_i:C-H-N-O-P
53,ABONOW,Cc1cc(C)c(N=P(C)(c2ccccc2)c2cccc3c2Oc2ccccc32)c(C)c1,"(2, 1)",A28B26CDE_aP114_2_28i_26i_i_i_i:C-H-N-O-P,A28B26CDE_aP114_2_28i_26i_i_i_i:C-H-N-O-P
54,ABONUC,CC(C)c1cccc(C(C)C)c1[NH+]=P(C)(c1ccccc1)c1cccc2c1Oc1ccccc21.Fc1c(F)c(F)c(c(F)c1F)[B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,"(2, 1)",AB55C20D33EFG_aP224_2_i_55i_20i_33i_i_i_i:B-C-F-H-N-O-P,AB55C20D33EFG_aP224_2_i_55i_20i_33i_i_i_i:B-C-F-H-N-O-P
55,ABOPEQ,CC(=O)OC1C(O)C(CC(N=[N+]=[N-])C1OC(C)=O)N=[N+]=[N-],"(19, 1)",A10B14C6D5_oP140_19_10a_14a_6a_5a:C-H-N-O,A10B14C6D5_oP140_19_10a_14a_6a_5a:C-H-N-O
56,ABOPIQ,COc1cccc(CC(=O)C(C)(C)C)c1,"(19, 1)",A13B18C2_oP132_19_13a_18a_2a:C-H-O,A13B18C2_oP132_19_13a_18a_2a:C-H-O
57,ABOPIU,CC(=O)C(C(C)=O)=C1Nc2ccccc2C1=O,"(33, 1)",A13B11CD3_oP112_33_13a_11a_a_3a:C-H-N-O,A13B11CD3_oP112_33_13a_11a_a_3a:C-H-N-O
58,ABOPOA,CCOC(=O)C(C#N)=C1Nc2ccccc2C1=O.CCOC(=O)C(C#N)=C1Nc2ccccc2C1=O,"(29, 1)",A13B10C2D3_oP224_29_26a_20a_4a_6a:C-H-N-O,A13B10C2D3_oP224_29_26a_20a_4a_6a:C-H-N-O
59,ABOPOW,COc1ccc(CC(=O)C(C)(C)C)cc1,"(7, 1)",A13B18C2_mP66_7_13a_18a_2a:C-H-O,A13B18C2_mP66_7_13a_18a_2a:C-H-O
60,ABOPUC,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,"(5, 1)",A49B94C6_mC1192_5_98c_188c_12c:C-H-O,A49B94C6_mC1192_5_98c_188c_12c:C-H-O
61,ABOPUD,N(N(P(c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,"(2, 1)",A24B21C2D_aP96_2_24i_21i_2i_i:C-H-N-P,A24B21C2D_aP96_2_24i_21i_2i_i:C-H-N-P
62,ABOPUG,C[Si](C)(C)C(F)(F)Br,"(62, 1)",AB4C2D12E_oP80_62_c_2cd_d_6d_c:Br-C-F-H-Si,AB4C2D12E_oP80_62_c_2cd_d_6d_c:Br-C-F-H-Si
63,ABOPUG01,C[Si](C)(C)C(F)(F)Br,"(62, 1)",AB4C2D12E_oP80_62_c_2cd_d_6d_c:Br-C-F-H-Si,AB4C2D12E_oP80_62_c_2cd_d_6d_c:Br-C-F-H-Si
64,ABOPUG02,C[Si](C)(C)C(F)(F)Br,"(62, 1)",AB4C2D9E_oP68_62_c_2cd_d_c4d_c:Br-C-F-H-Si,AB4C2D9E_oP68_62_c_2cd_d_c4d_c:Br-C-F-H-Si
65,ABOPUG03,C[Si](C)(C)C(F)(F)Br,"(62, 1)",AB4C2D9E_oP68_62_c_2cd_d_c4d_c:Br-C-F-H-Si,AB4C2D9E_oP68_62_c_2cd_d_c4d_c:Br-C-F-H-Si
66,ABOQER,[Br-].CN(C)[P+](O[Si](C)(C)C)(N(C)C)N(C)C,"(14, 1)",AB9C27D3EFG_mP172_14_e_9e_27e_3e_e_e_e:Br-C-H-N-O-P-Si,AB9C27D3EFG_mP172_14_e_9e_27e_3e_e_e_e:Br-C-H-N-O-P-Si
67,ABOQOA,FC(F)COC(=O)C1CCC(=O)N1.FC(F)COC(=O)C1CCC(=O)N1,"(5, 1)",A7B2C9DE3_mC176_5_14c_4c_18c_2c_6c:C-F-H-N-O,A7B2C9DE3_mC176_5_14c_4c_18c_2c_6c:C-F-H-N-O
68,ABOQOX,COC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)OC(C)(C)C)=Cc1cccc2ccccc12)C(C)C,"(1, 1)",A9B11CD2_aP69_1_27a_33a_3a_6a:C-H-N-O,A9B11CD2_aP69_1_27a_33a_3a_6a:C-H-N-O
69,ABOQOZ,Oc1ccc(Br)cc1C=NNC(=O)c1ccccc1F.O,"(14, 1)",AB14CD12E2F3_mP132_14_e_14e_e_12e_2e_3e:Br-C-F-H-N-O,AB14CD12E2F3_mP132_14_e_14e_e_12e_2e_3e:Br-C-F-H-N-O
70,ABOQUD,ClCCl.C(N(Cc1c(cccc1c1ccccc1)c1ccccc1)Cc1c(cccc1c1ccccc1)c1ccccc1)c1c(cccc1c1ccccc1)c1ccccc1,"(60, 1)",A115B2C90D2_oP836_60_c57d_d_45d_d:C-Cl-H-N,A115B2C90D2_oP836_60_c57d_d_45d_d:C-Cl-H-N
71,ABOQUF,Oc1ccc(O)cc1.NC(=O)N1c2ccccc2C=Cc2ccccc12,"(2, 1)",A21B18C2D3_aP88_2_21i_18i_2i_3i:C-H-N-O,A21B18C2D3_aP88_2_21i_18i_2i_3i:C-H-N-O
72,ABORAM,NC(=O)CN1CCCC1=O.Oc1ccc(O)cc1,"(2, 1)",A9B13C2D3_aP54_2_9i_13i_2i_3i:C-H-N-O,A9B13C2D3_aP54_2_9i_13i_2i_3i:C-H-N-O
73,ABORAN,COc1ccc(cc1)S(=O)(=O)OC(C(=O)c1ccccc1)S(=O)(=O)c1ccc(OC)cc1,"(14, 1)",A11B10C4D_mP208_14_22e_20e_8e_2e:C-H-O-S,A11B10C4D_mP208_14_22e_20e_8e_2e:C-H-O-S
